Time,Basis date,Validity date,City,Persist. value,EC,C3
2,16-03-17,17-03-17,Tiberias,67,56,55
1,17-03-17,17-03-17,Tiberias,67,55,47
2,16-03-17,17-03-17,Zefat,81,55,54
1,17-03-17,17-03-17,Zefat,81,62,48
2,17-03-17,18-03-17,Afula,62,51,45
1,18-03-17,18-03-17,Afula,62,48,48
2,17-03-17,18-03-17,Ashdod,59,79,67
1,18-03-17,18-03-17,Ashdod,59,79,79
2,17-03-17,18-03-17,Beer Sheva,30,35,27
1,18-03-17,18-03-17,Beer Sheva,30,24,24
2,17-03-17,18-03-17,Bet Shean,48,35,19
1,18-03-17,18-03-17,Bet Shean,48,30,30
2,17-03-17,18-03-17,Elat,20,14,19
1,18-03-17,18-03-17,Elat,20,33,33
2,17-03-17,18-03-17,En Gedi,40,48,26
1,18-03-17,18-03-17,En Gedi,40,46,46
2,17-03-17,18-03-17,Haifa,59,70,71
1,18-03-17,18-03-17,Haifa,59,65,65
2,17-03-17,18-03-17,Jerusalem,55,41,22
1,18-03-17,18-03-17,Jerusalem,55,37,37
2,17-03-17,18-03-17,Lod,45,47,53
1,18-03-17,18-03-17,Lod,45,38,38
2,17-03-17,18-03-17,Mizpe Ramon,26,23,12
1,18-03-17,18-03-17,Mizpe Ramon,26,25,25
2,17-03-17,18-03-17,Nazareth,59,52,41
1,18-03-17,18-03-17,Nazareth,59,49,49
2,17-03-17,18-03-17,Qazrin,67,47,41
1,18-03-17,18-03-17,Qazrin,67,43,43
2,17-03-17,18-03-17,Tel Aviv,55,67,61
1,18-03-17,18-03-17,Tel Aviv,55,65,65
2,17-03-17,18-03-17,Tiberias,53,50,34
1,18-03-17,18-03-17,Tiberias,53,52,52
2,17-03-17,18-03-17,Zefat,87,46,44
1,18-03-17,18-03-17,Zefat,87,45,45
2,18-03-17,19-03-17,Afula,56,52,44
1,19-03-17,19-03-17,Afula,56,55,46
2,18-03-17,19-03-17,Ashdod,81,57,71
1,19-03-17,19-03-17,Ashdod,81,62,66
2,18-03-17,19-03-17,Beer Sheva,24,45,49
1,19-03-17,19-03-17,Beer Sheva,24,50,52
2,18-03-17,19-03-17,Bet Shean,44,40,31
1,19-03-17,19-03-17,Bet Shean,44,43,37
2,18-03-17,19-03-17,Elat,30,34,27
1,19-03-17,19-03-17,Elat,30,32,26
2,18-03-17,19-03-17,En Gedi,34,53,25
1,19-03-17,19-03-17,En Gedi,34,51,31
2,18-03-17,19-03-17,Haifa,79,61,61
1,19-03-17,19-03-17,Haifa,79,61,61
2,18-03-17,19-03-17,Jerusalem,29,52,57
1,19-03-17,19-03-17,Jerusalem,29,60,59
2,18-03-17,19-03-17,Lod,50,52,61
1,19-03-17,19-03-17,Lod,50,54,56
2,18-03-17,19-03-17,Mizpe Ramon,10,37,46
1,19-03-17,19-03-17,Mizpe Ramon,10,41,53
2,18-03-17,19-03-17,Nazareth,47,53,50
1,19-03-17,19-03-17,Nazareth,47,54,55
2,18-03-17,19-03-17,Qazrin,61,43,41
1,19-03-17,19-03-17,Qazrin,61,50,44
2,18-03-17,19-03-17,Tel Aviv,72,58,63
1,19-03-17,19-03-17,Tel Aviv,72,59,58
2,18-03-17,19-03-17,Tiberias,53,45,35
1,19-03-17,19-03-17,Tiberias,53,44,44
2,18-03-17,19-03-17,Zefat,48,51,50
1,19-03-17,19-03-17,Zefat,48,50,61
2,19-03-17,20-03-17,Afula,54,62,53
1,20-03-17,20-03-17,Afula,54,63,60
2,19-03-17,20-03-17,Ashdod,67,78,81
1,20-03-17,20-03-17,Ashdod,67,75,80
2,19-03-17,20-03-17,Beer Sheva,44,38,49
1,20-03-17,20-03-17,Beer Sheva,44,37,47
2,19-03-17,20-03-17,Bet Shean,43,46,46
1,20-03-17,20-03-17,Bet Shean,43,48,51
2,19-03-17,20-03-17,Elat,31,23,29
1,20-03-17,20-03-17,Elat,31,22,26
2,19-03-17,20-03-17,En Gedi,31,46,32
1,20-03-17,20-03-17,En Gedi,31,49,35
2,19-03-17,20-03-17,Haifa,60,69,68
1,20-03-17,20-03-17,Haifa,60,73,74
2,19-03-17,20-03-17,Jerusalem,60,60,57
1,20-03-17,20-03-17,Jerusalem,60,79,67
2,19-03-17,20-03-17,Lod,56,65,68
1,20-03-17,20-03-17,Lod,56,65,75
2,19-03-17,20-03-17,Mizpe Ramon,43,32,35
1,20-03-17,20-03-17,Mizpe Ramon,43,37,33
2,19-03-17,20-03-17,Nazareth,62,64,64
1,20-03-17,20-03-17,Nazareth,62,65,72
2,19-03-17,20-03-17,Qazrin,55,60,69
1,20-03-17,20-03-17,Qazrin,55,67,65
2,19-03-17,20-03-17,Tel Aviv,58,71,75
1,20-03-17,20-03-17,Tel Aviv,58,74,81
2,19-03-17,20-03-17,Tiberias,36,58,58
1,20-03-17,20-03-17,Tiberias,36,59,62
2,19-03-17,20-03-17,Zefat,60,66,74
1,20-03-17,20-03-17,Zefat,60,72,78
2,20-03-17,21-03-17,Afula,56,51,44
1,21-03-17,21-03-17,Afula,56,55,46
2,20-03-17,21-03-17,Ashdod,68,79,77
1,21-03-17,21-03-17,Ashdod,68,75,76
2,20-03-17,21-03-17,Beer Sheva,39,35,34
1,21-03-17,21-03-17,Beer Sheva,39,29,33
2,20-03-17,21-03-17,Bet Shean,44,39,36
1,21-03-17,21-03-17,Bet Shean,44,40,36
2,20-03-17,21-03-17,Elat,27,28,18
1,21-03-17,21-03-17,Elat,27,16,17
2,20-03-17,21-03-17,En Gedi,29,49,37
1,21-03-17,21-03-17,En Gedi,29,42,29
2,20-03-17,21-03-17,Haifa,66,76,68
1,21-03-17,21-03-17,Haifa,66,74,69
2,20-03-17,21-03-17,Jerusalem,68,52,46
1,21-03-17,21-03-17,Jerusalem,68,48,44
2,20-03-17,21-03-17,Lod,58,55,56
1,21-03-17,21-03-17,Lod,58,52,52
2,20-03-17,21-03-17,Mizpe Ramon,34,29,32
1,21-03-17,21-03-17,Mizpe Ramon,34,27,21
2,20-03-17,21-03-17,Nazareth,65,58,55
1,21-03-17,21-03-17,Nazareth,65,62,56
2,20-03-17,21-03-17,Qazrin,66,54,56
1,21-03-17,21-03-17,Qazrin,66,61,54
2,20-03-17,21-03-17,Tel Aviv,67,71,66
1,21-03-17,21-03-17,Tel Aviv,67,66,60
2,20-03-17,21-03-17,Tiberias,48,48,60
1,21-03-17,21-03-17,Tiberias,48,54,69
2,20-03-17,21-03-17,Zefat,73,55,50
1,21-03-17,21-03-17,Zefat,73,66,57
2,21-03-17,22-03-17,Afula,50,64,57
1,22-03-17,22-03-17,Afula,50,67,40
2,21-03-17,22-03-17,Ashdod,69,75,85
1,22-03-17,22-03-17,Ashdod,69,71,73
2,21-03-17,22-03-17,Beer Sheva,33,59,48
1,22-03-17,22-03-17,Beer Sheva,33,54,36
2,21-03-17,22-03-17,Bet Shean,50,48,44
1,22-03-17,22-03-17,Bet Shean,50,50,36
2,21-03-17,22-03-17,Elat,25,28,21
1,22-03-17,22-03-17,Elat,25,29,24
2,21-03-17,22-03-17,En Gedi,37,55,50
1,22-03-17,22-03-17,En Gedi,37,52,47
2,21-03-17,22-03-17,Haifa,67,79,61
1,22-03-17,22-03-17,Haifa,67,72,67
2,21-03-17,22-03-17,Jerusalem,50,75,49
1,22-03-17,22-03-17,Jerusalem,50,67,41
2,21-03-17,22-03-17,Lod,44,71,68
1,22-03-17,22-03-17,Lod,44,59,65
2,21-03-17,22-03-17,Mizpe Ramon,26,37,36
1,22-03-17,22-03-17,Mizpe Ramon,26,36,32
2,21-03-17,22-03-17,Nazareth,68,75,57
1,22-03-17,22-03-17,Nazareth,68,70,47
2,21-03-17,22-03-17,Qazrin,67,54,52
1,22-03-17,22-03-17,Qazrin,67,64,44
2,21-03-17,22-03-17,Tel Aviv,64,74,75
1,22-03-17,22-03-17,Tel Aviv,64,58,65
2,21-03-17,22-03-17,Tiberias,57,59,47
1,22-03-17,22-03-17,Tiberias,57,60,57
2,21-03-17,22-03-17,Zefat,69,62,58
1,22-03-17,22-03-17,Zefat,69,64,52
2,22-03-17,23-03-17,Afula,45,60,35
1,23-03-17,23-03-17,Afula,45,60,46
2,22-03-17,23-03-17,Ashdod,73,82,86
1,23-03-17,23-03-17,Ashdod,73,79,78
2,22-03-17,23-03-17,Beer Sheva,32,36,30
1,23-03-17,23-03-17,Beer Sheva,32,42,38
2,22-03-17,23-03-17,Bet Shean,40,51,28
1,23-03-17,23-03-17,Bet Shean,40,45,32
2,22-03-17,23-03-17,Elat,28,37,31
1,23-03-17,23-03-17,Elat,28,34,19
2,22-03-17,23-03-17,En Gedi,33,44,31
1,23-03-17,23-03-17,En Gedi,33,46,43
2,22-03-17,23-03-17,Haifa,65,73,58
1,23-03-17,23-03-17,Haifa,65,68,66
2,22-03-17,23-03-17,Jerusalem,29,45,40
1,23-03-17,23-03-17,Jerusalem,29,42,44
2,22-03-17,23-03-17,Lod,56,60,52
1,23-03-17,23-03-17,Lod,56,52,46
2,22-03-17,23-03-17,Mizpe Ramon,43,28,30
1,23-03-17,23-03-17,Mizpe Ramon,43,38,28
2,22-03-17,23-03-17,Nazareth,41,62,35
1,23-03-17,23-03-17,Nazareth,41,63,53
2,22-03-17,23-03-17,Qazrin,46,54,54
1,23-03-17,23-03-17,Qazrin,46,56,52
2,22-03-17,23-03-17,Tel Aviv,63,69,62
1,23-03-17,23-03-17,Tel Aviv,63,61,59
2,22-03-17,23-03-17,Tiberias,58,57,51
1,23-03-17,23-03-17,Tiberias,58,52,47
2,22-03-17,23-03-17,Zefat,47,49,46
1,23-03-17,23-03-17,Zefat,47,61,58
2,23-03-17,24-03-17,Afula,47,47,34
1,24-03-17,24-03-17,Afula,47,45,29
2,23-03-17,24-03-17,Ashdod,78,78,80
1,24-03-17,24-03-17,Ashdod,78,77,76
2,23-03-17,24-03-17,Beer Sheva,47,46,45
1,24-03-17,24-03-17,Beer Sheva,47,45,47
2,23-03-17,24-03-17,Bet Shean,33,37,27
1,24-03-17,24-03-17,Bet Shean,33,40,19
2,23-03-17,24-03-17,Elat,18,27,26
1,24-03-17,24-03-17,Elat,18,29,25
2,23-03-17,24-03-17,En Gedi,32,48,38
1,24-03-17,24-03-17,En Gedi,32,52,34
2,23-03-17,24-03-17,Haifa,74,61,56
1,24-03-17,24-03-17,Haifa,74,57,54
2,23-03-17,24-03-17,Jerusalem,43,55,59
1,24-03-17,24-03-17,Jerusalem,43,41,58
2,23-03-17,24-03-17,Lod,45,56,55
1,24-03-17,24-03-17,Lod,45,50,56
2,23-03-17,24-03-17,Mizpe Ramon,27,48,49
1,24-03-17,24-03-17,Mizpe Ramon,27,33,33
2,23-03-17,24-03-17,Nazareth,46,51,39
1,24-03-17,24-03-17,Nazareth,46,51,42
2,23-03-17,24-03-17,Qazrin,87,51,44
1,24-03-17,24-03-17,Qazrin,87,52,41
2,23-03-17,24-03-17,Tel Aviv,61,66,58
1,24-03-17,24-03-17,Tel Aviv,61,62,67
2,23-03-17,24-03-17,Tiberias,79,39,51
1,24-03-17,24-03-17,Tiberias,79,47,49
2,23-03-17,24-03-17,Zefat,89,51,48
1,24-03-17,24-03-17,Zefat,89,41,46
2,24-03-17,25-03-17,Afula,56,47,31
1,25-03-17,25-03-17,Afula,56,48,25
2,24-03-17,25-03-17,Ashdod,70,87,86
1,25-03-17,25-03-17,Ashdod,70,78,81
2,24-03-17,25-03-17,Beer Sheva,41,43,50
1,25-03-17,25-03-17,Beer Sheva,41,39,34
2,24-03-17,25-03-17,Bet Shean,38,28,25
1,25-03-17,25-03-17,Bet Shean,38,24,18
2,24-03-17,25-03-17,Elat,28,28,23
1,25-03-17,25-03-17,Elat,28,28,23
2,24-03-17,25-03-17,En Gedi,36,47,26
1,25-03-17,25-03-17,En Gedi,36,49,31
2,24-03-17,25-03-17,Haifa,48,59,61
1,25-03-17,25-03-17,Haifa,48,62,54
2,24-03-17,25-03-17,Jerusalem,46,48,43
1,25-03-17,25-03-17,Jerusalem,46,33,35
2,24-03-17,25-03-17,Lod,52,55,54
1,25-03-17,25-03-17,Lod,52,49,50
2,24-03-17,25-03-17,Mizpe Ramon,39,34,42
1,25-03-17,25-03-17,Mizpe Ramon,39,29,30
2,24-03-17,25-03-17,Nazareth,42,56,42
1,25-03-17,25-03-17,Nazareth,42,52,40
2,24-03-17,25-03-17,Qazrin,47,45,34
1,25-03-17,25-03-17,Qazrin,47,38,33
2,24-03-17,25-03-17,Tel Aviv,61,63,63
1,25-03-17,25-03-17,Tel Aviv,61,59,67
2,24-03-17,25-03-17,Tiberias,51,47,43
1,25-03-17,25-03-17,Tiberias,51,45,43
2,24-03-17,25-03-17,Zefat,72,42,35
1,25-03-17,25-03-17,Zefat,72,43,36
2,25-03-17,26-03-17,Afula,32,45,35
1,26-03-17,26-03-17,Afula,32,39,28
2,25-03-17,26-03-17,Ashdod,71,86,89
1,26-03-17,26-03-17,Ashdod,71,88,86
2,25-03-17,26-03-17,Beer Sheva,46,28,37
1,26-03-17,26-03-17,Beer Sheva,46,24,33
2,25-03-17,26-03-17,Bet Shean,26,30,29
1,26-03-17,26-03-17,Bet Shean,26,26,18
2,25-03-17,26-03-17,Elat,26,20,15
1,26-03-17,26-03-17,Elat,26,17,16
2,25-03-17,26-03-17,En Gedi,36,46,22
1,26-03-17,26-03-17,En Gedi,36,38,25
2,25-03-17,26-03-17,Haifa,29,59,66
1,26-03-17,26-03-17,Haifa,29,55,56
2,25-03-17,26-03-17,Jerusalem,49,27,35
1,26-03-17,26-03-17,Jerusalem,49,26,35
2,25-03-17,26-03-17,Lod,45,55,53
1,26-03-17,26-03-17,Lod,45,47,53
2,25-03-17,26-03-17,Mizpe Ramon,38,20,17
1,26-03-17,26-03-17,Mizpe Ramon,38,19,17
2,25-03-17,26-03-17,Nazareth,40,55,50
1,26-03-17,26-03-17,Nazareth,40,48,39
2,25-03-17,26-03-17,Qazrin,34,35,27
1,26-03-17,26-03-17,Qazrin,34,30,30
2,25-03-17,26-03-17,Tel Aviv,62,64,69
1,26-03-17,26-03-17,Tel Aviv,62,62,70
2,25-03-17,26-03-17,Tiberias,40,32,31
1,26-03-17,26-03-17,Tiberias,40,28,33
2,25-03-17,26-03-17,Zefat,51,41,35
1,26-03-17,26-03-17,Zefat,51,39,35
2,26-03-17,27-03-17,Afula,43,31,24
1,27-03-17,27-03-17,Afula,43,35,31
2,26-03-17,27-03-17,Ashdod,77,67,92
1,27-03-17,27-03-17,Ashdod,77,79,83
2,26-03-17,27-03-17,Beer Sheva,31,21,32
1,27-03-17,27-03-17,Beer Sheva,31,23,30
2,26-03-17,27-03-17,Bet Shean,24,23,18
1,27-03-17,27-03-17,Bet Shean,24,26,24
2,26-03-17,27-03-17,Elat,21,19,15
1,27-03-17,27-03-17,Elat,21,24,19
2,26-03-17,27-03-17,En Gedi,32,47,22
1,27-03-17,27-03-17,En Gedi,32,36,29
2,26-03-17,27-03-17,Haifa,46,46,64
1,27-03-17,27-03-17,Haifa,46,49,64
2,26-03-17,27-03-17,Jerusalem,34,24,29
1,27-03-17,27-03-17,Jerusalem,34,24,40
2,26-03-17,27-03-17,Lod,51,42,51
1,27-03-17,27-03-17,Lod,51,42,55
2,26-03-17,27-03-17,Mizpe Ramon,24,27,20
1,27-03-17,27-03-17,Mizpe Ramon,24,27,21
2,26-03-17,27-03-17,Nazareth,48,34,45
1,27-03-17,27-03-17,Nazareth,48,38,52
2,26-03-17,27-03-17,Qazrin,28,32,29
1,27-03-17,27-03-17,Qazrin,28,37,36
2,26-03-17,27-03-17,Tel Aviv,61,54,71
1,27-03-17,27-03-17,Tel Aviv,61,61,67
2,26-03-17,27-03-17,Tiberias,34,39,43
1,27-03-17,27-03-17,Tiberias,34,39,41
2,26-03-17,27-03-17,Zefat,43,39,26
1,27-03-17,27-03-17,Zefat,43,39,39
2,27-03-17,28-03-17,Afula,43,49,39
1,28-03-17,28-03-17,Afula,43,49,38
2,27-03-17,28-03-17,Ashdod,71,64,88
1,28-03-17,28-03-17,Ashdod,71,74,71
2,27-03-17,28-03-17,Beer Sheva,32,38,43
1,28-03-17,28-03-17,Beer Sheva,32,29,37
2,27-03-17,28-03-17,Bet Shean,35,35,32
1,28-03-17,28-03-17,Bet Shean,35,36,37
2,27-03-17,28-03-17,Elat,23,17,11
1,28-03-17,28-03-17,Elat,23,18,14
2,27-03-17,28-03-17,En Gedi,27,37,26
1,28-03-17,28-03-17,En Gedi,27,32,27
2,27-03-17,28-03-17,Haifa,51,63,55
1,28-03-17,28-03-17,Haifa,51,54,55
2,27-03-17,28-03-17,Jerusalem,39,32,53
1,28-03-17,28-03-17,Jerusalem,39,33,52
2,27-03-17,28-03-17,Lod,43,53,56
1,28-03-17,28-03-17,Lod,43,53,53
2,27-03-17,28-03-17,Mizpe Ramon,33,20,20
1,28-03-17,28-03-17,Mizpe Ramon,33,23,19
2,27-03-17,28-03-17,Nazareth,48,56,50
1,28-03-17,28-03-17,Nazareth,48,54,47
2,27-03-17,28-03-17,Qazrin,45,53,43
1,28-03-17,28-03-17,Qazrin,45,49,45
2,27-03-17,28-03-17,Tel Aviv,61,59,65
1,28-03-17,28-03-17,Tel Aviv,61,60,59
2,27-03-17,28-03-17,Tiberias,46,54,51
1,28-03-17,28-03-17,Tiberias,46,52,50
2,27-03-17,28-03-17,Zefat,53,52,58
1,28-03-17,28-03-17,Zefat,53,49,47
2,28-03-17,29-03-17,Afula,55,26,18
1,29-03-17,29-03-17,Afula,55,30,29
2,28-03-17,29-03-17,Ashdod,66,51,75
1,29-03-17,29-03-17,Ashdod,66,74,71
2,28-03-17,29-03-17,Beer Sheva,30,14,13
1,29-03-17,29-03-17,Beer Sheva,30,16,19
2,28-03-17,29-03-17,Bet Shean,47,24,18
1,29-03-17,29-03-17,Bet Shean,47,28,20
2,28-03-17,29-03-17,Elat,16,15,13
1,29-03-17,29-03-17,Elat,16,15,13
2,28-03-17,29-03-17,En Gedi,27,33,25
1,29-03-17,29-03-17,En Gedi,27,34,24
2,28-03-17,29-03-17,Haifa,61,54,45
1,29-03-17,29-03-17,Haifa,61,57,49
2,28-03-17,29-03-17,Jerusalem,47,28,26
1,29-03-17,29-03-17,Jerusalem,47,26,26
2,28-03-17,29-03-17,Lod,52,29,37
1,29-03-17,29-03-17,Lod,52,37,42
2,28-03-17,29-03-17,Mizpe Ramon,24,18,18
1,29-03-17,29-03-17,Mizpe Ramon,24,19,27
2,28-03-17,29-03-17,Nazareth,63,39,25
1,29-03-17,29-03-17,Nazareth,63,45,39
2,28-03-17,29-03-17,Qazrin,54,32,40
1,29-03-17,29-03-17,Qazrin,54,37,34
2,28-03-17,29-03-17,Tel Aviv,59,52,39
1,29-03-17,29-03-17,Tel Aviv,59,55,44
2,28-03-17,29-03-17,Tiberias,51,28,41
1,29-03-17,29-03-17,Tiberias,51,41,43
2,28-03-17,29-03-17,Zefat,65,39,33
1,29-03-17,29-03-17,Zefat,65,42,27
2,29-03-17,30-03-17,Afula,27,22,13
1,30-03-17,30-03-17,Afula,27,31,13
2,29-03-17,30-03-17,Ashdod,72,68,70
1,30-03-17,30-03-17,Ashdod,72,61,79
2,29-03-17,30-03-17,Beer Sheva,15,22,14
1,30-03-17,30-03-17,Beer Sheva,15,20,22
2,29-03-17,30-03-17,Bet Shean,26,17,13
1,30-03-17,30-03-17,Bet Shean,26,26,14
2,29-03-17,30-03-17,Elat,16,9,11
1,30-03-17,30-03-17,Elat,16,9,20
2,29-03-17,30-03-17,En Gedi,35,33,20
1,30-03-17,30-03-17,En Gedi,35,34,26
2,29-03-17,30-03-17,Haifa,60,35,43
1,30-03-17,30-03-17,Haifa,60,39,31
2,29-03-17,30-03-17,Jerusalem,29,13,17
1,30-03-17,30-03-17,Jerusalem,29,26,23
2,29-03-17,30-03-17,Lod,40,23,24
1,30-03-17,30-03-17,Lod,40,25,23
2,29-03-17,30-03-17,Mizpe Ramon,17,13,15
1,30-03-17,30-03-17,Mizpe Ramon,17,21,16
2,29-03-17,30-03-17,Nazareth,30,29,18
1,30-03-17,30-03-17,Nazareth,30,34,18
2,29-03-17,30-03-17,Qazrin,34,26,23
1,30-03-17,30-03-17,Qazrin,34,38,26
2,29-03-17,30-03-17,Tel Aviv,55,37,23
1,30-03-17,30-03-17,Tel Aviv,55,35,47
2,29-03-17,30-03-17,Tiberias,50,18,39
1,30-03-17,30-03-17,Tiberias,50,40,38
2,29-03-17,30-03-17,Zefat,49,28,20
1,30-03-17,30-03-17,Zefat,49,40,18
2,30-03-17,31-03-17,Afula,29,32,43
1,31-03-17,31-03-17,Afula,29,27,51
2,30-03-17,31-03-17,Ashdod,73,87,82
1,31-03-17,31-03-17,Ashdod,73,86,84
2,30-03-17,31-03-17,Beer Sheva,34,26,48
1,31-03-17,31-03-17,Beer Sheva,34,18,19
2,30-03-17,31-03-17,Bet Shean,31,30,34
1,31-03-17,31-03-17,Bet Shean,31,18,21
2,30-03-17,31-03-17,Elat,10,17,15
1,31-03-17,31-03-17,Elat,10,15,17
2,30-03-17,31-03-17,En Gedi,17,40,27
1,31-03-17,31-03-17,En Gedi,17,45,23
2,30-03-17,31-03-17,Haifa,29,50,67
1,31-03-17,31-03-17,Haifa,29,52,63
2,30-03-17,31-03-17,Jerusalem,20,33,59
1,31-03-17,31-03-17,Jerusalem,20,28,32
2,30-03-17,31-03-17,Lod,38,40,59
1,31-03-17,31-03-17,Lod,38,39,57
2,30-03-17,31-03-17,Mizpe Ramon,31,20,29
1,31-03-17,31-03-17,Mizpe Ramon,31,20,19
2,30-03-17,31-03-17,Nazareth,32,40,59
1,31-03-17,31-03-17,Nazareth,32,46,57
2,30-03-17,31-03-17,Qazrin,34,39,51
1,31-03-17,31-03-17,Qazrin,34,38,30
2,30-03-17,31-03-17,Tel Aviv,48,61,66
1,31-03-17,31-03-17,Tel Aviv,48,61,66
2,30-03-17,31-03-17,Tiberias,31,40,46
1,31-03-17,31-03-17,Tiberias,31,36,52
2,30-03-17,31-03-17,Zefat,31,37,33
1,31-03-17,31-03-17,Zefat,31,38,52
2,31-03-17,01-04-17,Afula,32,52,53
1,01-04-17,01-04-17,Afula,32,47,50
2,31-03-17,01-04-17,Ashdod,66,71,76
1,01-04-17,01-04-17,Ashdod,66,75,77
2,31-03-17,01-04-17,Beer Sheva,19,31,40
1,01-04-17,01-04-17,Beer Sheva,19,43,47
2,31-03-17,01-04-17,Bet Shean,28,31,41
1,01-04-17,01-04-17,Bet Shean,28,34,40
2,31-03-17,01-04-17,Elat,12,19,17
1,01-04-17,01-04-17,Elat,12,16,15
2,31-03-17,01-04-17,En Gedi,37,31,23
1,01-04-17,01-04-17,En Gedi,37,32,24
2,31-03-17,01-04-17,Haifa,41,62,65
1,01-04-17,01-04-17,Haifa,41,67,60
2,31-03-17,01-04-17,Jerusalem,28,45,54
1,01-04-17,01-04-17,Jerusalem,28,46,56
2,31-03-17,01-04-17,Lod,34,43,54
1,01-04-17,01-04-17,Lod,34,49,59
2,31-03-17,01-04-17,Mizpe Ramon,20,27,31
1,01-04-17,01-04-17,Mizpe Ramon,20,28,33
2,31-03-17,01-04-17,Nazareth,35,53,62
1,01-04-17,01-04-17,Nazareth,35,63,61
2,31-03-17,01-04-17,Qazrin,31,42,52
1,01-04-17,01-04-17,Qazrin,31,38,64
2,31-03-17,01-04-17,Tel Aviv,35,53,62
1,01-04-17,01-04-17,Tel Aviv,35,58,66
2,31-03-17,01-04-17,Tiberias,40,40,46
1,01-04-17,01-04-17,Tiberias,40,43,78
2,31-03-17,01-04-17,Zefat,36,46,53
1,01-04-17,01-04-17,Zefat,36,50,53
2,01-04-17,02-04-17,Afula,66,72,46
1,02-04-17,02-04-17,Afula,66,65,50
2,01-04-17,02-04-17,Ashdod,73,81,82
1,02-04-17,02-04-17,Ashdod,73,80,82
2,01-04-17,02-04-17,Beer Sheva,46,55,49
1,02-04-17,02-04-17,Beer Sheva,46,52,50
2,01-04-17,02-04-17,Bet Shean,40,51,39
1,02-04-17,02-04-17,Bet Shean,40,47,42
2,01-04-17,02-04-17,Elat,16,19,21
1,02-04-17,02-04-17,Elat,16,21,17
2,01-04-17,02-04-17,En Gedi,20,49,31
1,02-04-17,02-04-17,En Gedi,20,51,39
2,01-04-17,02-04-17,Haifa,67,74,61
1,02-04-17,02-04-17,Haifa,67,71,69
2,01-04-17,02-04-17,Jerusalem,57,77,64
1,02-04-17,02-04-17,Jerusalem,57,72,58
2,01-04-17,02-04-17,Lod,55,73,59
1,02-04-17,02-04-17,Lod,55,73,61
2,01-04-17,02-04-17,Mizpe Ramon,29,40,35
1,02-04-17,02-04-17,Mizpe Ramon,29,36,41
2,01-04-17,02-04-17,Nazareth,57,73,62
1,02-04-17,02-04-17,Nazareth,57,73,65
2,01-04-17,02-04-17,Qazrin,54,70,55
1,02-04-17,02-04-17,Qazrin,54,79,64
2,01-04-17,02-04-17,Tel Aviv,64,72,73
1,02-04-17,02-04-17,Tel Aviv,64,68,65
2,01-04-17,02-04-17,Tiberias,43,61,51
1,02-04-17,02-04-17,Tiberias,43,62,51
2,01-04-17,02-04-17,Zefat,64,78,61
1,02-04-17,02-04-17,Zefat,64,70,58
2,02-04-17,03-04-17,Afula,67,60,49
1,03-04-17,03-04-17,Afula,67,53,48
2,02-04-17,03-04-17,Ashdod,74,73,80
1,03-04-17,03-04-17,Ashdod,74,78,79
2,02-04-17,03-04-17,Beer Sheva,52,42,43
1,03-04-17,03-04-17,Beer Sheva,52,43,47
2,02-04-17,03-04-17,Bet Shean,47,45,38
1,03-04-17,03-04-17,Bet Shean,47,40,36
2,02-04-17,03-04-17,Elat,18,21,20
1,03-04-17,03-04-17,Elat,18,24,18
2,02-04-17,03-04-17,En Gedi,35,53,37
1,03-04-17,03-04-17,En Gedi,35,49,35
2,02-04-17,03-04-17,Haifa,77,70,68
1,03-04-17,03-04-17,Haifa,77,65,65
2,02-04-17,03-04-17,Jerusalem,83,55,59
1,03-04-17,03-04-17,Jerusalem,83,53,43
2,02-04-17,03-04-17,Lod,71,59,59
1,03-04-17,03-04-17,Lod,71,56,52
2,02-04-17,03-04-17,Mizpe Ramon,45,39,36
1,03-04-17,03-04-17,Mizpe Ramon,45,37,28
2,02-04-17,03-04-17,Nazareth,82,64,66
1,03-04-17,03-04-17,Nazareth,82,58,58
2,02-04-17,03-04-17,Qazrin,83,62,66
1,03-04-17,03-04-17,Qazrin,83,52,58
2,02-04-17,03-04-17,Tel Aviv,73,63,65
1,03-04-17,03-04-17,Tel Aviv,73,62,62
2,02-04-17,03-04-17,Tiberias,80,55,52
1,03-04-17,03-04-17,Tiberias,80,48,47
2,02-04-17,03-04-17,Zefat,83,64,64
1,03-04-17,03-04-17,Zefat,83,51,58
2,03-04-17,04-04-17,Afula,49,28,17
1,04-04-17,04-04-17,Afula,49,26,16
2,03-04-17,04-04-17,Ashdod,71,79,76
1,04-04-17,04-04-17,Ashdod,71,80,74
2,03-04-17,04-04-17,Beer Sheva,42,15,21
1,04-04-17,04-04-17,Beer Sheva,42,14,23
2,03-04-17,04-04-17,Bet Shean,39,24,15
1,04-04-17,04-04-17,Bet Shean,39,22,14
2,03-04-17,04-04-17,Elat,22,10,14
1,04-04-17,04-04-17,Elat,22,9,13
2,03-04-17,04-04-17,En Gedi,37,41,23
1,04-04-17,04-04-17,En Gedi,37,40,16
2,03-04-17,04-04-17,Haifa,65,41,58
1,04-04-17,04-04-17,Haifa,65,37,55
2,03-04-17,04-04-17,Jerusalem,55,22,24
1,04-04-17,04-04-17,Jerusalem,55,24,25
2,03-04-17,04-04-17,Lod,58,23,40
1,04-04-17,04-04-17,Lod,58,23,41
2,03-04-17,04-04-17,Mizpe Ramon,38,18,19
1,04-04-17,04-04-17,Mizpe Ramon,38,20,20
